age,annual_income,spending_score,debt_ratio,credit_card_count,overdue_count_6m,credit_score,is_overdue
63,6992.0,57,1.0,1,1,326.0,0
32,6287.0,11,0.45,3,2,304.0,0
32,4843.0,44,0.5,6,0,410.0,0
35,4278.0,70,0.54,8,0,370.0,0
42,8825.0,96,0.06,9,1,477.0,0
65,1500.0,75,0.77,8,1,233.0,1
54,7150.0,87,0.11,9,0,429.0,0
42,7932.0,84,0.83,3,3,310.0,0
57,5179.0,49,0.11,7,0,479.0,0
39,4544.0,12,0.88,2,0,380.0,0
21,4915.0,28,0.63,3,0,386.0,0
62,6359.0,47,0.45,9,1,357.0,0
22,6619.0,13,0.58,8,0,433.0,0
62,6276.0,44,0.86,2,0,402.0,0
22,5395.0,24,0.94,2,0,329.0,0
23,3311.0,45,0.33,9,2,276.0,1
21,2284.0,50,0.45,8,0,287.0,1
63,5629.0,33,0.44,6,3,233.0,1
53,3381.0,51,0.42,4,0,342.0,0
53,5874.0,11,0.83,9,1,309.0,0
23,5439.0,49,0.26,1,0,463.0,0
45,8609.0,38,0.68,6,0,534.0,0
32,4118.0,49,0.24,6,0,310.0,0
37,3435.0,32,0.98,3,0,345.0,0
47,5519.0,19,0.48,1,0,380.0,0
68,4453.0,37,0.37,7,1,351.0,0
40,8385.0,83,0.33,3,1,513.0,0
33,1500.0,3,0.93,6,0,243.0,1
22,4198.0,73,0.83,8,0,287.0,1
27,1500.0,92,0.45,7,0,311.0,0
38,6435.0,61,0.65,9,0,390.0,0
53,3128.0,3,0.8,4,0,324.0,0
58,3678.0,89,0.83,7,0,350.0,0
68,5463.0,48,0.8,4,0,342.0,0
69,5195.0,93,0.44,1,0,470.0,0
21,4599.0,28,0.12,4,0,426.0,0
63,7255.0,57,0.1,3,0,500.0,0
35,6352.0,70,0.89,8,2,209.0,1
21,2158.0,49,0.8,8,0,260.0,1
45,4789.0,69,0.51,8,0,374.0,0
33,4369.0,9,0.63,4,1,345.0,0
59,4237.0,41,0.37,7,1,376.0,0
23,4997.0,48,0.77,1,0,359.0,0
43,7632.0,90,0.87,4,1,397.0,0
37,4378.0,45,0.62,1,1,363.0,0
37,7135.0,76,0.52,7,0,456.0,0
58,4977.0,7,0.37,7,0,375.0,0
55,3964.0,25,0.81,7,2,240.0,1
66,5129.0,19,0.3,4,1,378.0,0
39,6618.0,52,0.79,3,3,262.0,0
61,5748.0,96,0.21,4,0,454.0,0
27,2328.0,10,0.54,7,0,375.0,0
47,1858.0,28,0.11,5,1,326.0,0
37,6526.0,20,0.37,9,2,346.0,0
69,4482.0,29,0.76,7,1,268.0,1
26,5340.0,53,0.81,9,1,295.0,0
57,4006.0,29,0.8,2,1,245.0,1
59,5543.0,88,0.96,6,0,389.0,0
58,3773.0,41,0.81,3,2,218.0,0
34,4464.0,81,0.33,2,0,398.0,0
63,4973.0,61,0.88,7,1,330.0,0
61,4490.0,37,0.03,9,2,369.0,0
65,6215.0,71,0.59,6,1,370.0,0
29,7867.0,23,0.21,6,0,561.0,0
24,6374.0,44,0.91,6,0,383.0,0
32,3648.0,10,0.59,5,0,353.0,0
57,5221.0,9,0.91,7,0,360.0,0
48,2498.0,48,0.45,5,0,331.0,0
25,8085.0,65,0.83,2,0,403.0,0
33,4353.0,92,0.17,9,1,301.0,0
25,3687.0,10,0.94,2,2,212.0,1
69,4305.0,67,0.9,3,1,298.0,0
42,3131.0,25,0.34,8,0,330.0,0
38,4022.0,55,0.37,6,0,358.0,0
25,1516.0,37,0.7,5,0,255.0,1
31,4829.0,90,0.73,9,1,302.0,0
27,6425.0,74,0.84,9,0,439.0,0
45,5798.0,14,0.64,2,1,349.0,0
54,7558.0,45,0.59,4,1,442.0,0
60,3351.0,38,0.87,5,1,289.0,1
38,5713.0,29,0.9,4,1,348.0,0
41,4333.0,49,0.17,2,0,402.0,0
66,3229.0,77,0.52,2,0,315.0,0
54,6294.0,58,0.83,2,1,278.0,1
31,4987.0,66,0.47,8,1,280.0,1
36,5315.0,32,0.94,4,0,360.0,0
61,8028.0,23,0.36,6,0,569.0,0
28,7458.0,75,0.81,2,1,415.0,0
55,5539.0,44,0.85,6,1,352.0,0
23,2989.0,68,0.92,8,2,183.0,0
50,2036.0,54,0.63,7,0,281.0,0
34,4550.0,22,0.5,8,0,431.0,0
69,7868.0,1,0.75,2,1,434.0,0
40,5418.0,89,0.8,1,0,334.0,0
47,4053.0,97,0.28,1,0,367.0,0
27,7760.0,94,0.93,5,0,472.0,0
46,2500.0,45,0.25,6,0,380.0,0
32,3325.0,59,0.34,8,0,364.0,0
55,3820.0,32,0.38,9,0,385.0,0
55,4630.0,78,0.89,7,1,312.0,0
58,3729.0,37,0.92,9,0,265.0,1
47,2925.0,5,0.33,8,0,371.0,0
37,3583.0,26,0.08,4,1,307.0,0
68,4722.0,82,0.98,9,1,217.0,1
45,3040.0,60,0.22,3,0,319.0,0
30,2503.0,51,0.7,3,0,326.0,0
33,11197.0,27,0.72,9,1,505.0,0
59,1500.0,19,0.67,3,1,271.0,0
31,9038.0,58,0.91,8,1,412.0,0
47,3850.0,97,0.64,5,0,382.0,0
54,10986.0,54,0.01,4,0,639.0,0
24,7590.0,19,0.82,8,0,431.0,0
58,3634.0,4,0.31,4,0,402.0,0
41,6111.0,81,0.43,2,0,457.0,0
60,3718.0,92,0.64,7,0,340.0,0
52,4098.0,28,0.24,8,1,396.0,0
53,5669.0,59,0.11,2,0,465.0,0
30,6952.0,41,0.75,2,0,416.0,0
56,8371.0,4,0.63,5,0,524.0,0
68,1500.0,46,0.77,6,0,293.0,0
64,1500.0,49,0.09,2,3,185.0,1
54,4854.0,51,0.32,8,0,417.0,0
55,7080.0,29,0.8,7,0,437.0,0
68,5043.0,72,0.16,9,2,391.0,0
23,6744.0,32,0.23,3,0,485.0,0
28,4733.0,21,0.15,3,0,385.0,0
21,7213.0,49,0.91,7,0,447.0,0
69,7541.0,16,0.19,8,1,455.0,0
64,2507.0,64,0.51,8,0,361.0,0
22,9242.0,6,0.65,5,0,538.0,0
22,6952.0,25,0.06,4,0,483.0,0
64,4816.0,31,0.04,3,1,368.0,0
27,4502.0,51,0.84,1,1,321.0,0
50,3550.0,52,0.74,2,0,343.0,0
33,6095.0,82,0.11,6,1,440.0,0
22,1500.0,52,0.53,5,0,344.0,0
31,6499.0,25,0.82,9,0,395.0,0
58,1500.0,42,0.86,4,0,238.0,1
49,7126.0,54,0.66,3,2,319.0,0
66,4649.0,17,0.67,3,0,375.0,0
66,1500.0,34,0.12,9,0,339.0,0
53,6964.0,87,0.46,6,0,425.0,0
51,6217.0,46,0.86,3,0,405.0,0
22,7590.0,73,0.33,8,0,490.0,0
65,6820.0,93,0.9,3,1,306.0,0
60,3088.0,23,0.12,5,0,367.0,0
34,5124.0,51,0.93,2,0,364.0,0
33,1773.0,80,0.97,3,1,174.0,1
64,1500.0,77,0.57,5,2,150.0,1
65,1500.0,63,0.7,5,0,257.0,1
42,4217.0,40,0.05,4,0,425.0,0
26,1500.0,49,0.73,4,1,232.0,1
36,5790.0,93,0.56,8,1,368.0,0
28,3729.0,59,0.8,9,2,228.0,1
54,3303.0,5,0.67,7,0,365.0,0
30,5416.0,97,0.43,8,1,416.0,0
45,10205.0,29,0.56,8,0,565.0,0
39,2341.0,43,0.01,6,1,310.0,0
26,5932.0,87,0.21,5,0,466.0,0
56,4249.0,89,0.72,9,0,295.0,0
48,1727.0,87,0.38,4,2,251.0,1
31,7719.0,25,0.73,4,0,470.0,0
56,10176.0,89,0.91,6,0,508.0,0
43,6341.0,52,0.43,5,0,449.0,0
36,3347.0,92,0.24,5,1,327.0,0
58,4049.0,48,0.09,4,0,436.0,0
56,3365.0,17,0.63,5,0,354.0,0
56,9296.0,40,0.48,8,0,560.0,0
26,3506.0,63,0.9,3,0,262.0,1
56,5619.0,1,0.15,8,0,457.0,0
38,7491.0,77,0.33,8,0,461.0,0
52,5575.0,74,0.02,5,0,452.0,0
29,4132.0,91,0.06,6,0,402.0,0
35,4664.0,87,0.47,1,0,383.0,0
22,7237.0,32,1.0,2,0,378.0,0
53,7195.0,62,0.65,2,0,478.0,0
23,5570.0,79,0.9,5,0,362.0,0
31,7059.0,8,0.33,5,0,489.0,0
23,4424.0,27,0.9,8,0,350.0,0
26,7236.0,99,0.48,7,0,491.0,0
24,5935.0,52,0.56,8,0,413.0,0
24,6619.0,58,0.28,2,0,451.0,0
59,9387.0,41,0.17,8,0,558.0,0
50,4244.0,2,0.93,5,1,344.0,0
55,5902.0,25,0.26,1,1,377.0,0
68,5902.0,26,0.77,2,0,367.0,0
21,4002.0,55,0.02,7,1,355.0,0
54,5214.0,15,0.76,3,2,304.0,0
59,4358.0,57,0.56,7,2,281.0,1
21,4873.0,46,0.37,9,0,396.0,0
54,4575.0,93,0.62,3,0,373.0,0
27,2373.0,24,0.27,6,3,213.0,1
27,4164.0,78,0.95,2,1,285.0,0
69,3615.0,18,0.69,7,0,360.0,0
23,5270.0,26,0.53,7,1,351.0,0
56,5068.0,80,0.65,6,1,357.0,0
60,7698.0,69,0.3,5,2,436.0,0
29,2915.0,72,0.75,2,0,353.0,0
33,3277.0,5,0.67,7,1,265.0,1
27,5352.0,74,0.38,9,0,457.0,0
51,5200.0,64,0.58,1,0,383.0,0
34,3462.0,96,0.65,9,1,293.0,0
60,5293.0,17,0.06,3,0,464.0,0
25,3508.0,8,0.34,7,0,360.0,0
41,5888.0,10,0.51,7,0,445.0,0
28,7063.0,78,0.88,5,0,426.0,0
21,5812.0,57,0.36,8,0,418.0,0
30,6405.0,17,0.26,3,0,439.0,0
39,3912.0,95,0.05,3,3,212.0,1
68,5669.0,31,0.6,8,0,362.0,0
59,3785.0,34,0.73,7,0,360.0,0
46,5650.0,19,0.94,3,1,303.0,0
29,5935.0,36,0.9,3,0,427.0,0
31,7756.0,4,0.8,4,0,496.0,0
32,9600.0,67,0.86,3,0,538.0,0
21,3755.0,4,0.83,3,0,297.0,0
33,4668.0,69,0.46,2,2,339.0,0
22,3272.0,38,0.47,4,0,298.0,0
47,6380.0,9,0.6,9,1,380.0,0
49,3004.0,12,0.32,7,0,306.0,0
27,6253.0,39,0.36,4,1,353.0,0
37,5609.0,68,0.36,7,0,463.0,0
44,5719.0,82,0.49,2,0,423.0,0
65,9182.0,1,0.0,1,1,556.0,0
50,6491.0,12,0.88,5,0,362.0,0
36,5385.0,87,0.39,5,0,439.0,0
34,1500.0,4,0.16,7,1,317.0,0
63,4586.0,82,0.26,3,0,382.0,0
46,6887.0,42,0.76,5,0,448.0,0
66,5182.0,73,0.52,1,1,351.0,0
29,5245.0,91,0.16,9,0,459.0,0
61,3400.0,33,0.72,6,0,305.0,0
38,7132.0,47,0.81,3,0,455.0,0
53,6041.0,84,0.94,6,0,460.0,0
33,4438.0,44,0.79,6,0,320.0,0
57,6553.0,89,0.52,3,2,307.0,0
43,6825.0,72,0.04,5,0,510.0,0
65,6009.0,12,0.34,6,2,373.0,0
60,7699.0,17,0.06,5,0,453.0,0
56,5935.0,78,0.06,8,0,479.0,0
36,7911.0,4,0.91,7,1,392.0,0
48,5073.0,46,0.14,8,0,416.0,0
51,1692.0,34,0.91,3,0,251.0,1
20,5663.0,22,0.52,1,1,377.0,0
69,4898.0,27,0.82,6,1,294.0,0
53,1500.0,89,0.37,6,0,253.0,1
29,5868.0,57,0.11,1,0,449.0,0
45,4548.0,56,0.56,1,1,303.0,0
24,7357.0,96,0.65,7,3,292.0,0
33,3502.0,70,0.53,5,0,374.0,0
38,5247.0,96,0.98,9,2,278.0,1
62,2732.0,19,0.23,1,0,361.0,0
30,3702.0,58,0.7,4,0,305.0,0
47,6223.0,56,0.81,8,1,455.0,0
24,9108.0,43,0.2,8,1,467.0,0
34,6131.0,31,0.64,2,3,263.0,1
35,4757.0,49,0.72,4,1,323.0,0
26,5212.0,86,0.69,2,0,345.0,0
51,3979.0,90,0.9,3,1,314.0,0
47,3757.0,37,0.28,9,0,396.0,0
32,4142.0,31,0.93,6,0,304.0,0
59,2360.0,80,0.94,1,1,187.0,1
47,3614.0,9,0.44,6,1,311.0,0
58,6096.0,53,0.78,6,0,374.0,0
43,5672.0,47,0.65,9,2,269.0,0
39,7423.0,20,0.76,4,0,419.0,0
60,5603.0,55,0.66,6,0,386.0,0
65,7562.0,40,0.13,6,1,411.0,0
30,1548.0,73,0.81,2,1,236.0,1
23,5361.0,85,0.41,8,0,421.0,0
43,8451.0,98,0.68,5,0,450.0,0
61,7542.0,85,0.37,3,2,383.0,0
67,5045.0,89,0.48,9,0,385.0,0
49,5883.0,35,0.53,4,1,354.0,0
55,10251.0,88,0.12,9,0,547.0,0
36,4352.0,33,0.82,4,1,294.0,0
43,6018.0,73,0.73,5,0,433.0,0
62,8569.0,59,0.98,3,1,428.0,0
52,5215.0,39,0.24,6,0,399.0,0
29,5411.0,13,0.25,4,0,473.0,0
58,8566.0,45,0.82,1,0,441.0,0
23,2421.0,96,0.48,6,0,336.0,0
67,5366.0,27,0.89,3,1,347.0,0
37,1500.0,81,0.34,5,1,250.0,1
58,8387.0,58,0.74,6,0,516.0,0
68,3245.0,91,0.52,4,0,327.0,0
38,5945.0,77,0.7,4,0,385.0,0
35,3716.0,45,0.7,7,0,354.0,0
23,3585.0,7,0.21,8,0,385.0,0
23,2364.0,17,0.97,5,1,202.0,0
69,4068.0,22,0.21,8,0,367.0,0
56,4228.0,9,0.74,8,1,256.0,1
64,3538.0,32,0.61,6,1,256.0,1
47,3923.0,63,0.99,9,1,272.0,1
39,4985.0,67,0.34,2,0,430.0,0
40,5077.0,93,0.23,2,0,466.0,0
48,7306.0,78,0.85,6,0,465.0,0
36,6055.0,79,0.55,2,0,473.0,0
65,6538.0,30,0.67,1,1,354.0,0
42,4632.0,29,0.24,6,0,441.0,0
68,2202.0,54,0.32,4,2,229.0,1
46,5171.0,33,0.64,1,2,242.0,1
68,7699.0,90,0.89,8,0,470.0,0
62,1500.0,20,0.16,1,1,290.0,1
22,7457.0,42,0.52,3,0,501.0,0
68,3425.0,75,0.74,1,0,323.0,0
24,4450.0,72,0.84,1,0,345.0,0
63,8075.0,68,0.03,3,1,471.0,0
60,5016.0,88,0.62,8,1,284.0,1
60,2012.0,98,0.25,4,0,309.0,0
34,4951.0,40,0.83,2,2,269.0,1
34,4806.0,2,0.09,5,0,464.0,0
48,7545.0,36,0.89,3,1,349.0,0
33,2644.0,43,0.15,6,0,342.0,0
21,3650.0,43,0.96,1,1,221.0,1
57,6895.0,27,0.65,1,0,465.0,0
69,8844.0,49,0.31,3,1,515.0,0
45,6608.0,21,0.82,4,0,413.0,0
37,1780.0,29,0.03,8,0,389.0,0
53,4401.0,73,0.49,3,2,303.0,0
66,8614.0,92,0.6,7,1,457.0,0
53,7299.0,12,0.75,4,0,467.0,0
45,5791.0,79,0.66,7,0,425.0,0
57,7432.0,56,0.53,1,1,402.0,0
51,5459.0,79,0.67,8,1,361.0,0
39,7557.0,20,0.95,5,1,450.0,0
44,4079.0,54,0.51,2,1,347.0,0
62,7632.0,5,0.59,8,1,478.0,0
62,7313.0,18,0.55,2,0,431.0,0
40,4673.0,26,1.0,6,0,281.0,1
29,4401.0,84,0.02,7,0,429.0,0
60,6286.0,47,0.17,9,2,342.0,0
55,6642.0,59,0.67,1,0,456.0,0
69,3008.0,11,0.37,6,1,295.0,0
51,7131.0,51,0.54,9,0,451.0,0
42,7181.0,29,0.7,7,0,454.0,0
34,3656.0,32,0.72,9,0,357.0,0
61,4471.0,26,0.01,1,0,437.0,0
33,2344.0,61,0.36,2,1,232.0,1
69,5127.0,54,0.42,6,0,419.0,0
34,5810.0,1,0.17,7,2,340.0,0
69,5472.0,50,0.52,5,2,322.0,0
20,4032.0,69,0.5,6,1,296.0,0
64,4571.0,70,0.52,7,0,368.0,0
63,1500.0,19,0.75,1,0,278.0,1
66,2786.0,45,0.37,1,1,362.0,0
37,4761.0,11,0.46,9,2,271.0,1
46,4527.0,80,0.89,8,0,319.0,0
25,7941.0,41,0.76,4,0,476.0,0
42,6045.0,21,0.04,3,0,456.0,0
65,3245.0,22,0.4,6,0,346.0,0
23,6208.0,89,0.77,2,0,402.0,0
46,3891.0,64,0.38,7,2,254.0,1
21,6377.0,23,0.64,5,1,382.0,0
39,8033.0,3,1.0,1,1,426.0,0
52,8490.0,50,0.88,5,0,485.0,0
61,6877.0,78,0.8,5,0,473.0,0
24,2112.0,12,0.67,8,1,223.0,0
57,1500.0,5,0.9,7,1,221.0,1
24,3054.0,22,0.96,8,0,252.0,0
47,1570.0,68,0.34,6,0,293.0,0
27,6386.0,73,0.05,1,0,488.0,0
39,2734.0,74,0.56,3,0,303.0,0
35,7949.0,52,0.18,7,0,477.0,0
45,3239.0,52,0.58,6,2,256.0,0
59,4782.0,64,0.91,9,1,314.0,0
65,4177.0,67,0.37,7,1,360.0,0
24,5765.0,28,0.77,2,0,453.0,0
53,7007.0,46,0.71,5,0,428.0,0
64,6969.0,98,0.1,6,0,481.0,0
45,8726.0,64,0.09,1,1,575.0,0
58,3187.0,98,0.8,1,0,349.0,0
41,3372.0,2,1.0,5,3,153.0,1
36,1949.0,39,0.84,8,3,78.0,1
60,4844.0,67,0.0,3,0,419.0,0
24,3308.0,30,0.44,1,3,231.0,1
54,6542.0,34,0.72,9,0,430.0,0
54,2342.0,41,0.82,1,0,301.0,0
56,8056.0,16,0.45,5,1,449.0,0
24,3409.0,27,0.4,1,1,315.0,0
68,2646.0,92,0.71,4,0,310.0,0
49,6439.0,73,0.99,8,1,340.0,0
66,4195.0,96,0.18,8,1,342.0,0
66,8661.0,12,0.78,2,0,505.0,0
63,4929.0,71,0.06,4,0,425.0,0
22,6550.0,70,0.13,6,2,353.0,0
62,6342.0,84,0.52,7,0,424.0,0
58,6164.0,50,0.94,4,0,390.0,0
36,4459.0,58,0.37,9,0,379.0,0
42,2098.0,63,0.97,4,0,257.0,1
32,7549.0,23,0.53,1,1,455.0,0
65,7143.0,88,0.61,3,1,407.0,0
45,3633.0,12,0.16,2,0,369.0,0
36,2176.0,71,0.8,9,0,294.0,0
50,4418.0,87,0.42,5,2,371.0,0
23,2249.0,34,0.55,9,1,283.0,0
21,7986.0,68,0.28,1,1,514.0,0
20,3492.0,31,0.89,4,0,298.0,0
23,3590.0,17,0.97,5,0,288.0,1
53,4726.0,21,0.83,1,0,326.0,0
53,7455.0,11,0.49,2,0,460.0,0
20,6009.0,5,0.37,6,2,326.0,0
33,6570.0,84,0.15,1,0,508.0,0
23,2888.0,52,0.43,2,1,285.0,1
53,4223.0,99,0.0,3,2,337.0,0
48,1985.0,41,0.82,7,0,318.0,0
24,3164.0,91,0.34,6,0,428.0,0
40,2187.0,51,0.8,4,1,196.0,1
20,5777.0,16,0.25,5,0,463.0,0
48,5920.0,90,0.78,2,0,375.0,0
27,4680.0,74,0.88,1,0,374.0,0
52,6866.0,76,0.96,6,0,414.0,0
43,3463.0,79,0.35,6,0,404.0,0
34,4636.0,69,0.54,2,1,377.0,0
49,5364.0,19,0.68,6,0,378.0,0
54,4170.0,77,0.15,5,1,355.0,0
62,6541.0,73,0.06,4,0,504.0,0
55,5801.0,57,0.55,6,0,373.0,0
33,1633.0,61,0.62,8,0,248.0,1
34,4142.0,89,0.31,1,0,401.0,0
48,2016.0,14,0.68,3,0,291.0,1
47,7419.0,54,0.9,2,1,417.0,0
49,5922.0,41,0.28,8,0,474.0,0
48,1926.0,85,0.2,5,1,276.0,1
41,4626.0,13,0.53,6,0,394.0,0
62,7369.0,34,0.48,4,1,400.0,0
35,5026.0,31,0.17,2,0,427.0,0
50,4941.0,1,0.88,3,0,358.0,0
48,7970.0,90,0.3,3,0,540.0,0
22,6771.0,58,0.31,5,1,437.0,0
22,2035.0,36,0.54,4,0,292.0,0
21,4277.0,46,0.93,8,0,289.0,1
48,3852.0,47,0.72,7,1,264.0,1
39,1519.0,48,0.8,8,0,289.0,1
25,2637.0,24,0.31,4,1,258.0,1
55,5248.0,90,0.83,2,0,346.0,0
56,3458.0,98,0.05,1,0,428.0,0
42,4958.0,81,0.87,1,0,387.0,0
46,2350.0,71,0.86,5,0,285.0,1
53,5795.0,39,0.76,2,0,415.0,0
44,3144.0,95,0.95,3,1,260.0,1
29,2638.0,49,0.68,2,0,246.0,0
46,4214.0,93,0.03,2,0,415.0,0
60,6734.0,64,0.93,1,1,330.0,0
66,5918.0,71,0.6,9,0,383.0,0
69,3630.0,89,0.25,6,0,412.0,0
39,2414.0,38,0.63,5,1,277.0,1
44,5917.0,99,0.39,8,0,442.0,0
53,7090.0,78,0.02,9,1,520.0,0
47,3835.0,69,0.11,7,1,312.0,0
22,4523.0,16,0.02,6,2,350.0,0
49,4146.0,15,0.34,3,1,314.0,0
46,6894.0,15,0.82,4,1,416.0,0
63,5018.0,29,0.78,8,1,280.0,1
43,1649.0,66,0.07,7,1,280.0,1
31,1500.0,54,0.24,6,0,305.0,0
25,3336.0,97,0.76,4,0,267.0,1
48,3657.0,45,0.58,6,0,335.0,0
58,1835.0,83,0.73,9,0,282.0,1
28,5882.0,74,0.74,4,1,326.0,0
65,6511.0,1,0.06,4,0,470.0,0
55,5788.0,67,0.02,1,0,451.0,0
25,5918.0,41,0.27,3,0,442.0,0
50,1641.0,50,0.35,5,0,347.0,0
36,6250.0,10,0.54,3,0,439.0,0
32,5929.0,34,0.01,5,1,396.0,0
22,4754.0,87,0.18,8,0,483.0,0
40,6073.0,81,0.92,9,1,332.0,0
57,5279.0,24,0.77,4,0,347.0,0
40,8512.0,84,0.3,6,1,461.0,0
34,1898.0,56,0.93,1,1,229.0,1
47,3068.0,29,0.68,5,3,181.0,1
27,1500.0,55,0.54,8,2,192.0,1
27,4473.0,60,0.65,1,0,322.0,0
68,3270.0,58,1.0,9,0,289.0,1
53,8967.0,77,0.81,1,0,502.0,0
37,6535.0,40,0.74,2,0,442.0,0
26,2428.0,55,0.22,6,0,364.0,0
69,3839.0,18,0.31,8,1,359.0,0
67,6056.0,76,0.33,9,0,433.0,0
58,1986.0,35,0.94,3,1,216.0,0
46,8100.0,28,0.97,5,0,410.0,0
25,3357.0,24,0.53,2,0,342.0,0
27,9062.0,87,0.29,7,1,492.0,0
64,3163.0,8,0.23,3,1,288.0,1
45,6141.0,62,0.3,9,0,414.0,0
44,7403.0,31,0.36,1,1,424.0,0
57,6503.0,81,0.97,7,0,406.0,0
35,3497.0,40,0.33,2,3,248.0,1
44,5664.0,51,0.93,9,0,420.0,0
29,7335.0,35,0.59,3,0,467.0,0
51,6502.0,69,0.22,8,1,407.0,0
57,5824.0,19,0.31,7,0,423.0,0
24,5825.0,26,0.95,8,0,407.0,0
23,7443.0,97,0.18,6,0,515.0,0
30,6921.0,58,0.75,2,1,333.0,0
22,6176.0,3,0.03,2,0,497.0,0
51,3559.0,52,0.84,1,0,286.0,1
26,4977.0,18,0.87,9,0,376.0,0
28,5897.0,19,0.74,2,0,355.0,0
32,7633.0,76,0.93,1,1,450.0,0
48,4447.0,77,0.59,7,0,386.0,0
36,3385.0,63,0.89,5,1,269.0,1
49,6928.0,24,0.63,7,0,485.0,0
47,2579.0,24,0.94,7,0,281.0,1
42,5885.0,7,0.6,2,0,395.0,0
43,4654.0,70,0.19,5,0,391.0,0
34,2541.0,72,0.26,8,2,248.0,1
36,6076.0,3,0.79,2,1,344.0,0
42,8278.0,13,0.05,8,0,539.0,0
32,5573.0,48,0.42,7,2,287.0,1
59,7872.0,80,0.87,7,0,417.0,0
58,6200.0,99,0.87,8,0,459.0,0
64,5029.0,99,0.31,6,0,406.0,0
20,4993.0,71,0.05,7,0,443.0,0
22,6653.0,4,0.6,6,0,457.0,0
57,8420.0,24,0.44,2,1,417.0,0
20,1787.0,31,0.75,6,1,195.0,1
53,4347.0,77,0.65,2,0,393.0,0
66,6322.0,45,1.0,6,1,318.0,0
68,6922.0,3,0.23,6,0,489.0,0
39,7512.0,24,0.45,9,0,487.0,0
48,5164.0,27,0.0,9,0,449.0,0
35,5819.0,71,0.07,4,0,455.0,0
58,3024.0,72,0.72,5,0,318.0,0
57,4099.0,82,0.85,8,0,324.0,0
32,3872.0,1,0.21,6,0,398.0,0
69,4917.0,74,0.77,6,1,297.0,0
40,6342.0,37,0.24,1,0,403.0,0
27,6721.0,82,0.66,7,0,477.0,0
50,5884.0,48,0.7,4,1,365.0,0
50,6132.0,1,0.79,3,1,424.0,0
32,6095.0,11,0.67,7,0,381.0,0
48,5046.0,33,0.43,9,0,417.0,0
34,3075.0,16,0.87,3,2,146.0,1
63,2837.0,68,0.0,4,0,376.0,0
24,8023.0,69,0.27,3,2,413.0,0
31,6804.0,67,0.5,1,0,416.0,0
39,4792.0,68,0.98,9,1,286.0,1
47,4743.0,49,0.64,3,0,354.0,0
52,4352.0,92,0.22,3,0,392.0,0
34,4235.0,68,0.13,9,0,408.0,0
68,6318.0,80,0.73,7,1,351.0,0
31,6993.0,13,0.73,8,1,401.0,0
59,5252.0,7,0.49,5,0,477.0,0
44,2730.0,38,0.26,3,0,378.0,0
60,7331.0,16,0.07,8,0,489.0,0
46,5294.0,29,0.03,4,0,413.0,0
67,3760.0,17,0.06,3,0,392.0,0
51,2357.0,87,0.14,4,1,255.0,1
29,4970.0,25,0.83,7,0,415.0,0
57,5472.0,39,0.8,1,2,291.0,0
58,4625.0,63,0.29,6,1,311.0,0
54,10648.0,99,0.16,4,2,542.0,0
53,4376.0,28,0.75,3,1,305.0,0
43,5065.0,9,0.29,9,0,367.0,0
45,5330.0,38,1.0,9,0,390.0,0
47,2347.0,99,0.58,7,2,155.0,1
22,5083.0,75,0.37,7,1,378.0,0
62,3937.0,2,0.79,9,0,294.0,0
21,5234.0,39,0.31,7,0,462.0,0
61,4855.0,62,0.4,9,1,375.0,0
62,3740.0,90,0.17,2,0,383.0,0
44,7614.0,90,0.7,6,0,453.0,0
65,4593.0,74,0.31,1,2,288.0,1
64,7350.0,22,0.74,7,0,458.0,0
51,2989.0,85,0.73,9,1,232.0,1
57,6977.0,40,0.74,5,0,451.0,0
42,1500.0,92,0.13,8,1,264.0,0
45,6046.0,33,0.38,4,0,410.0,0
40,5384.0,54,0.43,6,0,427.0,0
60,8060.0,17,0.95,8,0,493.0,0
34,4332.0,80,0.98,1,0,318.0,0
68,4387.0,39,0.71,4,0,412.0,0
23,7760.0,82,0.8,9,0,427.0,0
42,4234.0,19,0.97,7,2,248.0,1
36,6130.0,66,0.65,2,0,387.0,0
56,2188.0,19,0.7,2,1,233.0,1
51,6374.0,57,0.57,5,0,458.0,0
27,2986.0,73,0.46,4,0,353.0,0
22,1506.0,71,0.43,5,0,302.0,0
37,6665.0,40,0.18,2,0,484.0,0
31,5201.0,88,0.19,8,0,380.0,0
40,6500.0,15,0.72,9,1,319.0,0
68,3921.0,6,0.26,6,1,343.0,0
47,5113.0,41,0.32,7,0,451.0,0
64,7628.0,39,0.17,4,0,492.0,0
38,2005.0,27,0.18,1,1,340.0,0
29,1500.0,16,0.81,2,0,292.0,0
48,3911.0,90,0.18,7,0,363.0,0
62,6178.0,53,0.4,8,0,456.0,0
40,1830.0,48,0.11,4,0,334.0,0
40,2548.0,60,0.1,6,0,369.0,0
41,6002.0,7,0.42,3,0,468.0,0
33,5298.0,50,0.33,3,0,469.0,0
58,1965.0,59,0.44,9,2,207.0,1
61,5699.0,90,0.16,3,1,372.0,0
21,8555.0,17,0.51,5,1,460.0,0
46,6878.0,70,0.02,1,1,415.0,0
50,4450.0,56,0.8,1,0,321.0,0
64,4934.0,13,0.98,7,1,307.0,0
30,6004.0,75,0.45,8,0,493.0,0
62,4355.0,57,0.41,8,0,406.0,0
27,4048.0,48,0.77,2,1,275.0,1
53,3587.0,83,0.79,5,0,365.0,0
25,7473.0,37,0.31,4,0,486.0,0
